"city_name","rest_name","screenname","member_id","review_language","user_loc","rating","review_date","review_quote","review_text"
"chicago","42 Grams","Lily603","72A4F5880BC781D40121E27464D19E89","(null)","Boston, Massachusetts","5","June 27, 2016","Truly Unique Experience","The Michelin stars speak for themselves, but if for some crazy reason you are still undecided here's my opinion: More than any other meal I've had, this truly felt like an ""experience"". And I mean that in the least pretentious way possible. The open kitchen, small staff and intimate dining room create a really friendly atmosphere. Alexis is a fabulous, down to earth hostess who takes the time to describe each aspect of the dish as well as how to eat it (intended to be one bite, etc.). The food is unreal, equally beautiful as it is delicious. It is very apparent how much creativity, detail and heart goes into each dish. It should be a must for both Chicagoans and anyone visiting the city."
"chicago","42 Grams","FineWine58","3BF54A8D163A3B0405C89B16F6BC7CB9","(null)","Chicago, Illinois","5","June 13, 2016","Easy to see 2 Stars!","What a fabulous ""dining experience""! Place seats 18 but they only take 8-10 at a seating. Didn't read that anywhere before. They used to do this in there apartment but decided two floors of stairs was probably not a good idea so now it's in the ground floor with a new name. Super creative food with textures, flavors, colors, and secret surprises in every dish! Alexa serves and explains each dish. Husband Chef Jake takes meticulous care in placing each component carefully in place, along with his assistant Chef. For us, it was a bit fast paced and I would have slowed it down by 30-45 minutes but I get it for the next seating. A total of 8 sat at the bar for the first seating and then we all left, they cleared the bar and then sat the second group at the table, I was told. We didn't see the second seating,milk let due to the delay in timing it. I missed two pics but included the rest."
"chicago","42 Grams","Can't S","A554B87ACC605347E0CABA9CDBB60A71","(null)","(null)","5","April 19, 2016","Unique and DELICIOUS","If you want delicious, extraordinary food and a more formal atmosphere, head to Grace or Acadia. If you want to feel like you are in a friends home, and you can let loose a little def check 42 Grams out. I'd say arguably the food here is even better than Grace and Acadia. Some people will really enjoy the more casual atmosphere. I certainly had a great time, and its nice to have some high end restaraunts that are more casual along with the more formal ones.The chefs personality really shines through his mouth watering, gorgeous food. And a great thing about this restaraunt is that the head chef is right next to you preparing your food, so if you have any questions you can just ask. Several courses were just the perfect combination of yummy, beautiful, and unique. In particular, the lamb dish, the miyazaki, the dessert, the squab, the mussels, the shrimp. Can't recommend enough. Least stuffy and least corporate restaraunt you will ever go, and possibly the most delicious/"
"chicago","42 Grams","sugarkenzie","71C29BB6F7F2477F80296ED28F8FC525","(null)","Chicago, Illinois","5","February 19, 2016","Intimate atmosphere and exciting food","This is a dining experience in an intimate setting. There are only 8 or 10 diners per seating and only 2 seating per night. You can be as dressy or as casual as you like. As it is a more intimate setting, it is possible to get to know your fellow diners... or not, no expectations either way. The food is innovative, whimsical and delicious... it is on par with Alinea (if not better).Alexa and Jake are a lovely couple. Alexa made us feel welcomed and Jake fed us well. We had an opportunity to chat with both of them throughout and after the meal.BTW, it's BYOB. Bring what you love to drink - a bottle of wine or a 6 pack of beer per person."
"chicago","42 Grams","andieensuisse","F91ACD084103B8E133ED05E9D39BEBAE","(null)","Saint Louis, Missouri","4","January 22, 2016","Interesting textures and delicious flavors with gorgeous plating - atmosphere lacking","If you are a foodie who gets excited by unexpected and interesting flavors and textures- dining at this restaurant is a great way to spend a couple of hours - once. The atmosphere was not at all as expected and, in my opinion, took away from the overall experience - I really can't see myself returning. The seating was a tad too close, one of the stools was broken, we did not have any interaction with the chef, and a little too much interaction with the hostess. Here's what bothered me the most - and I know this may not bother some people in the least - the fact that many things being plated were being served from, re-heated in, or poured from plastic containers. I know it was necessary to prepare many of the ingredients in advance, but using cheap plastic containers to store, heat, and plate from (especially when your customers are sitting right in front of you) is strange. There are a few things that I store in my refrigerator at home in plastic containers, but I would never re-heat food in them or place hot liquid in them!"
"chicago","42 Grams","PeeJayonthego","DCDE57B3BD1C989FAB4577EAB45FE222","(null)","(null)","5","January 2, 2016","Amazing Dining Experience","This review is LONG overdue. In short, the best high end meal I have enjoyed in Chicago. Each course was memorable, service was amazing and it was worth every penny (approx $210 pp). Reservations Reservations can be booked online which also requires payment. When booking, you have the option of selecting the chef's table (counter top seats where the magic happens) or communal table (lower seating with a slightly larger group). You will note the chef table seating and communal table times differ. Meaning you will enjoy your meal with 8-10 ppl tops! Very intimate.BYOBYou are provided sparkling or still water. All other beverages must be brought in. What distinguishes this place from other BYOB Michelin rated restaurants like it ----- is that about 48 hours before the meal, an email was sent with wine pairing recommendations for each course to be prepared during our dining experience. It was three of us, so we opted to each bring one bottle from the list and share. I also picked up the Allgash Curieux a/k/a beer (yes BEER) suggestion for dessert. Ultimately, this was more than we could ever drink especially when planning to drink beverages paired with each course. Meaning we offered our drinks to the five others dining at our sitting and they ending up doing the same. .... Our dining experience lasted about 2+ hours.LocationThe exterior of the building is less than flattering. There was no valet parking and no parking lot which is pretty on par with all the others too. What matters is the inside. Cute! Even the bathroom was cute --- and had I brought my phone during my ""visit"", I would have took a picture. 42 Grams is located near Demera Ethiopian Restaurant. ..... GPS brings you right too it and so will a taxi. Lol BackdropIf I recall correctly, the chef and his wife are the heart and soul of 42 Grams. Speaking of souls, I think the name selection is because a soul is 21 grams and times two - get it?! The chef is fond of Graham Elliott and prepared a course inspired by him and used plates from his restaurant to accompany the course tribute to GE. Dining at the chef counter allowed us to see each course being prepared and to ask questions in free form. I suspect the same could be done at the communal table but I think the counter is better suited for it. While many look at the price of this type of meal and attempt to weigh its value by the quantity/size, it does not consider this type of business is a true labor of love. The ingredients, creations and size makes this type of place unlikely to be a huge cash cow, especially when both husband and wife are it. That said, I doubt any chef in this type of setting does it strictly for the money. You have to dream about creations to succeed even at a hefty price point. Knowing this, leads me to appreciate the talent and gift all the more. In sum, if you can afford the price tag, it is a great place, particularly for a special occasion. Highly recommend it."
"chicago","42 Grams","Isa-Francis","20863CFA510F020A3FE244EB403FD38C","(null)","Montreal, Canada","4","October 17, 2015","2nd time, not as much of a charm","We had been to 42 Grams in the Summer of 2014 and were floored by the service, quality of the food and presentations, and more importantly, by the research behind every dish and their complexities.We promised ourselves to visit back again this very intimate BYOB were you sit (8 guests maximum per service) at the chef's counter for a communal 10-12 courses meal. We did in October 2015.Although the soul of the place is still intact, with very nice presentations, well-researched courses with ingredients coming from all over the world... it lacked the heart this time around.Last year, Jake (chef) and Alexa (hostess) had two people helping them, one in the kitchen and one for the service. This time around, it was only the two of them... and it did alter the experience.The whole purpose of having this setup (which they had themselves explained during last year's dinner) was to, not only be able to present exquisite food to their guests, but to exchange with them. Hence the ""communal"" aspect of the restaurant.This time around, that aspect was completely left out. Jake was so absorbed by his preparation and cooking that he never once exchanged with the guests, nor even bothered finding time for shaking our hand or taking a picture at the end of dinner. I will admit we were in for the first of the two seatings and he most likely had to prepare the 2nd seating.... but still. On her end, Alexa was always caught up in either explaining the dishes (in a rather pre-taped emotionless manner), distributing the said dishes and picking up empty plates. This prevented her from having the time to manage the guest's wines pouring, pairing (which was done the previous time). When experimenting with the dishes, sometimes you hit it out of the park, sometimes you keep coming back to your classics and sometimes, you miss. All three apply to the current menu. While the snail caviar, sea urchin and sturgeon courses were impressive... the wagyu, coffee and pallet cleanser were back on the menu as what seems to become their signature dishes, which no one could complain about... and finally, the ramen and veal courses were definitely not up to par.The overall experience remains nonetheless interesting at $250 / person (incl. tax and tip)... if the duo gets back the help it once had. If not, this becomes just another 10+ course restaurant with a view of the kitchen... without a heart... and a dying soul."
"chicago","42 Grams","Veganvessel","CB84394D566E2DD40D92EF48CA443FBA","(null)","Santa Monica","5","July 8, 2015","A Museum of Edible Art","Stay with me on this. At an art museum a tour guide takes you from piece to piece and offers some background to help you appreciate everything. That’s pretty much what happens at 42 grams. Hostess Alexa Welsh presents you with (about) 13 elegantly prepared delicacies one-at-a-time and explains why each offers more than what meets the eye. For example, the organic Irish salmon owes its melt-in-your-mouth texture to being brined in a Lapsang Souchong tea. And the sphere of dark chocolate should be tapped from the top with a spoon in order to fully enjoy the Earl Grey tea inside. Even though the food was sensational, a key highlight came afterwards when Chef Jake Bickelhaupt mingled with the guests. He told me that food is his personal passion and serving food to others is sharing a very intimate part of himself. He basically tells that to everyone by the name of his restaurant, 42 grams, which is the physical weight of two souls (his and Alexa’s). One sign that this restaurant is special is that, as of this date, it hasn’t received any Trip Advisor ratings below five stars. Try pulling that off in a fussy foodie town like Chicago!"
"chicago","42 Grams","ChristopherChicago","269AD4102F4A78A4BE84C5F51EFC1D35","(null)","Chicago, Illinois","5","July 6, 2015","Unique and wonderful evening","Our first trip to 42 Grams will not be our last. Were seated at the counter with two friends and four strangers with a full view of the intense but fluid preparation of 13 courses carried out by Jake and helper Emily. Wife Alexa serves as an emcee for the evening, making sure you're settled, have what you need and understand what you're about to eat. She was a bit intense at first but then seemed to relax as the evening got underway. The food is all simply amazing and beautifully plated. Courses came out in fairly rapid succession (I wouldn't have minded had it been 5-10 percent slower) but we were never rushed. Our total experience lasted about 2 1/4 hours. BYOB is an interesting way to economize and allow folks to bring their favorite wines. You will keep telling yourself ""we're in Uptown?"""
"chicago","42 Grams","AlWalavich","EB2B5209AF1DFF0292F27EA37F865239","(null)","Chicago, Illinois","5","June 14, 2015","A Culinary OMG Moment","Having just arrived home after taking a dear friend out to celebrate her '0th birthday, I must let the world know that 42 Grams is a most amazing experience that is absolutely spectacular.We were at the early seating where we all sat at the counter and had a view of the preparation process, and I would highly recommend this as watching the prep added greatly to the experience.Each of the 14 courses was explained by Alexa, chef Jake's wife who also serves as hostess, who had a delightful forthright way of explaining the ingredients and hinting at the effect of the course.I think of myself as being a somewhat adventuresome eater while my guest is a bit more traditional and conservative, but both of us moved from course to course with absolute delight.Some of the ingredients seemed a bit on the unexpected side, but the blending of the tastes was fantastic. The amazing thing was that each of the courses was distinctively different, but the flow of the evening was never jarred by a discordant element.Yes, the restaurant is pricey and the reservation process might be a bit off-putting, but it is fantastically worth it.Reserve, go and expect miracles of dining pleasure. One doesn't get 2 Michelin stars for nothing--especially if you are a new restaurant with less than two years under your belt."
"chicago","42 Grams","Jutral13","D358BE09E95503F4D85B6B71FB94CAA6","(null)","New York City, New York","5","June 3, 2015","Exquisite","I had the opportunity to dine at 42 Grams with a group of friends where we were the only ones in the restaurant (there's only two seating areas). 42 Grams is a 2-star Michelin restaurant in Chicago, and the stars are well earned. This place is a gem, as long as you plan ahead (the restaurant is also ""bring your own alcohol."")The service here was amazingly friendly, and took us down a culinary experience while what seemed like themed music with the dishes played from the kitchen. They said that the music wasn't paired per dish, but... Maybe the staff just have good tastes.The food was absolutely amazing, and our group was impressed. As a group of friends who have eaten at Alinea and Moto, we appreciate good food--and the tasting menu here was just exquisite. The staff also worked with our friends to bring our own wine pairings, so we were able to fully enjoy the dishes with good wine.If you're in Chicago and make plans far enough in advance, make sure you check out this gem! The combination of great food, amazing service, and good music make this restaurant a destination in itself!"
"chicago","42 Grams","misopiso88","38E18FB34AE38448A211011EDE9C78ED","(null)","Seattle, Washington","5","May 29, 2015","Unforgettable Dining Experience!","My son and I were in Chicago for the weekend and we were interested in having dinner at a restaurant that was different and unique and truly highlighted the foodie culture of Chicago. We are so glad we chose 42 Grams! Our meal was more than a meal...it was a one-of-a-kind evening! Jake is an amazing chef and his wife, Alexa, provides a description of each course as it is served, offering details about each ingredient. We would definitely recommend 42 Grams for a dinner you will never forget!"
"chicago","42 Grams","EJS56","BBA560601334A6D741208D2A512ACAD9","(null)","Chicago, Illinois","5","May 26, 2015","One of the best prix fixe menus in Chicago!","I've had some underwhelming prix fixe menu experiences around the city of Chicago. 42 Grams is not one of those experiences! It sets the bar, and a very high bar at that. The atmosphere is classy and simple, perfect for the small groups that dine there. The food was incredible, and as a male, I appreciated that the portions were a little larger than typical prix fixe restaurants. The four protein dishes that were served in a row were truly something - I could have had just those dishes and walked away impressed.Advice: Bring one bottle of red and one bottle of white wine. You'll need the selection for the variety of courses offered. Also, if you can, I suggest getting seats at the chef's table."
"chicago","42 Grams","CurlyGirl19","EDA610A73A532FC573FF45F87D62E671","(null)","Itasca, Illinois","5","February 26, 2015","Incredible food, service and atmosphere!","I absolutely loved the quaint, unpretentious atmosphere of 42 Grams and their spin on communal dining. Jack is a phenomenal chef and his wife, Alexa, is an even better hostess. Compared to restaurants of a similar style, I thought the atmosphere was much cozier and more inviting, and I thought the food was more simplistic, but in a way that let each ingredient shine. We never had to question what we were eating or struggle to taste the ingredients presented to us. It is not inexpensive, and a little pricey for a BYOB establishment, but the food and service still make this a must-try for every foodie living in or visiting Chicago."
"chicago","42 Grams","Itinerant_Foodies","EA220E3CD4427C904068595AE319C176","(null)","Greensboro, North Carolina","5","February 21, 2015","Outstanding Food and Ambience for Foodies","This restaurant is what high end dining for foodies should be. Very comfortable (""as if you're in owner's dining room""), and outstanding food. The ambience is very friendly and conversation flows easily among the foodies. Jake and Alexa are very approachable and will discuss the food or the restaurant with anyone who asks. The menu is prix fixe only and that's fine with us--we look for prix fixe anytime we can find it. The courses were some of best we've ever had, including amazing attention to detail, excellent seasonal ingredients, and great presentation. Our evening was great fun and delicious at the same time.If you love food, get into 42 grams.This is not a business dinner restaurant. The food deserves your attention and the communal dining experience would make it nearly impossible to talk business. Let real foodies have those seats!"
"chicago","42 Grams","SallyAnn W","E81DC8D0F03B526A91D3A94D13D66F16","(null)","Chicago, Illinois","5","January 7, 2015","Plan your budget, keep your schedule flexible and GO to this Chicago best new restaurant","Chicago is a great eating town, from the simple to the complex, and the number of home-grown places sometimes makes it hard for national chains to get any traction. I think that's great; why eat at someplace that's exactly the same in a dozen other cities? Give me an original meal that expresses THIS chef's vision, whether it's tacos, Italian beef or high end cuisine. Even more exciting is when a chef can remove the ""4th wall"" of separating the diner from the kitchen and do away with the pomposity of fine dining that can be off-putting. How about one of the best meals you've ever had in a small, dinner party atmosphere that is casual and fun? This is the dining experience at 42 grams. Google the restaurant and you find tons of reviews as this place has been written up almost continually since it's opening in Jan of 2013. I'll just give you a couple of tips.1) Check out the Last Minute Reservations tab on the website to score a seat2) Note that the price is a fixed $185 for the multi-course meal. Tax and a 20% service charge is added when you purchase your ticket (it's $243 total). You can leave your wallet at home..there is NO other charge3) It's BYOB. After you buy your ticket, you'll be emailed wine recommendations for a white, red and dessert. I love this for a few reasons: it's fun to bring your own choices, both as a cost savings and a way to use what I have in my cellar. If you're from out of town or need to supplement, a nice reason to visit one of Chicago's quirky wine stores (House of Glunz on Wells, since 1888 in the same location!) And you drink what you want..don't like whites? Bring reds! Love Pinots, hate Cabs? Your call! Not sure? How about Champagne with everything!!!Make this place a 'must do' for 2015 and you won't be disappointed. "
"chicago","42 Grams","Isa-Francis","20863CFA510F020A3FE244EB403FD38C","(null)","Montreal, Canada","5","July 30, 2014","Extraordinary communal dining experience","We discovered this place in a listing of the best upcoming restaurants. This place won't be up and comming for long as it is a wonderful experience that only a selected few can enjoy every night. With 2 seatings a night (1st is a counter seating of 8 people at 6PM ; 2n is a table seating of 10 at 8:30PM), you really feel priviliged to be welcomed into chef's Jake kitchen. His wife, host Alexa, makes sure to explain everything composing and where the courses come from... all 14 of them.Beyond the tasty, well presented and very well researched food courses that are offered to you, what enriches the experience is the fact that you have to exchange with the other patrons... and the chef / host.Best of all... it's a BYOB with very reasonably priced suggestions that best pair the menu (which is seasonal). The restaurant even sends the recommended selections via e-mail a few days ahead of time. We would recommend to bring both a white and red bottle, as the hostesses will serve you the best one that pairs every course.We took part of the early counter seating... and it was awesome to exchange with the chef and look first hand at how the courses were prepared... and all the love and attention Jake and his sous-chef put into it.Definitely a must-go if you're in Chicago. And hurry... as this place will have a 6-month waiting list soon."
"chicago","42 Grams","lindsayjsimpson","AD213217C676331480C09508DFDEFC13","(null)","Chicago, Illinois","5","July 23, 2014","Outstanding, Impressive, Delicious, Friendly","Chef Jake and his wife Alexa team up to present diners with what it felt like to dine in their own home. Prior to opening 42 Grams, the two operated an underground restaurant out of their apartment, called Sous Rising, where they eventually invited 10 guests 3 nights a week into their home for a large tasting menu. They are attempting to recreate that feeling in their new restaurant, 42 Grams. There are 8 seats at the chef's counter that are all sat at the same time. These diners get a front row view of the action in the kitchen and complete attention during their entire meal. Once the counter is finished eating, the guests for the 10 seat community table begin to arrive for their very own dinner party. Seating each group separately allows for the entire restaurant's attention to be on one dish at a time and the needs of only a small number of guests. Their system works flawlessly and really shows customers that they are cared for.42 Grams is a BYOB fine dining restaurant that presents guests with some of the most beautiful food I have ever seen. Each micro green or edible flower has a purpose. They aren't simply there to look pretty. They have a specific flavor that amplifies every course. Each dish is plated before you with extreme care and elegance. Every single bite was stellar and impressive. There was not one flop or disappointment during our entire 14 course menu. I could not more highly recommend eating at 42 Grams."
"chicago","Acadia","Taylor B","0E2E275F65CA1957688A5DB1792ECF7F","en","Chicago, Illinois","5","January 3, 2020","Take your choice: burger at the bar or tasting menu?","It took a while before my wife and I became convinced that we simply had to visit Acadia. But we went on two different occasions, once to sample the widely publicized burger at the bar and the seven-course tasting menu that costs $185 per person. Located at 1638 South Wabash Avenue in Chicago's South Loop, it is an upscale restaurant serving North American dishes inspired by chef Ryan McCaskey's background in coastal Maine. His culinary brilliance has earned two Michelin stars. Enough said about the quality of the operation. Open at 5:30 p.m. Wednesday and Thursday and at 5 on Friday, Saturday and Sunday, Acadia has been attracting rave notices since 2011. Be sure to try the burger. It's only served at the bar. It features two patties, gruyere, bacon onion jam, truffle mornay and pickles. I'm not big on tasting menus--it's fun for the chef, who loves to create many new dishes but I usually prefer lots of a few things rather than bits of many things--but McCaskey's version is comparable to Patrick O'Connell's tasting menus at the Inn at Little Washington and Patrick has three Michelin stars. We especially enjoyed the black bass, Maine lobster, smoked potato, scallop, buttermilk biscuit, lamb, coconut sorbet and black sesame custard. Tasting menus are becoming more and more popular at upscale restaurants so we have to get used to it."
"chicago","Acadia","Lew5555","DA4307E297BA7F3115FFDED4BF70069E","en","(null)","2","December 12, 2019","Huge disappointment","Overall, very disappointing. My husband and I have eaten at Michelin star restaurants before, and we were expecting Michelin quality. The service was great but the food was underwhelming and sometimes almost inedible. The ice cream sandwich with caviar made no sense, and there was no taste of caviar in the dish. The main lamb course had absolutely no flavor; it was barely seasoned. The potatoes were undercooked in the “breakfast” dish. The dessert at the end was inedible. It was supposed to be a sea buckthorn berry dish; however it had no taste of the berry whatsoever. This sounds very harsh but the dish honestly tasted like mouthwash. The lobster and squash dishes were good but that’s only 2/10 dishes!! In addition, the meal as a whole had no cohesiveness whatsoever. We were incredibly disappointed and we were not expecting this for a Michelin 2 star restaurant, and now wondering about the quality of the Michelin rating system. In addition, the meal was >$500, so I would have expected much better quality. Definitely not worth it and I would never go back."
"chicago","Acadia","carolrB7059JN","1FEF0D2EE33DDAA0804239A639BA91BA","en","Chicago, Illinois","1","November 9, 2019","Terrible service!","We just had a terrible experience at Acadia. Even though there were lots of waiters running around, the service was inattentive. We complained to the manager and nothing changed. The food was good but it took forever. Very disappointing!"
"chicago","Acadia","AnthonyK729","514CB02A52695DBAEE0EB5BAAF4C8BB9","en","Fort Myers Beach, Florida","5","October 18, 2019","Artistically Delicous","This is a restaurant the prides itself in offering the patron artistic, beautifully prepared and delicious cuisine. Every item is fresh and the best sourced product available. Service is professional, knowledgeable but very friendly. We thoroughly enjoyed the Stonington Lobster Roll, the Acadia Burger and French Fries with Roasted Garlic Dijionaise. We also had a Steak Tartar with Foie. Desert was a unique and flavorful fermented corn ice cream. Excellent preparations. There is a fine selection of spirits as well."
